BARSTOW-DAGGETT, United States 
34.85, -116.8

Day [#],     Time [h],       Ta [K],     Pa [kPa],    Ib [W/m2],    Ig [W/m2]
274,20,18.8,948,0,0
274,21,17.3,948,0,0
274,22,15.8,948,0,0
274,23,14.3,948,0,0
274,0,12.8,948,0,0
275,1,12.2,948,0,0
275,2,11.6,948,0,0
275,3,11.3,948,0,0
275,4,10.9,948,0,0
275,5,10.7,948,0,0
275,6,10.7,948,0,0
275,7,12.6,948,391,105
275,8,15.4,948,546,288
275,9,18.2,948,577,455
275,10,20.9,948,592,588
275,11,23.3,948,627,690
275,12,25.3,948,664,745
275,13,26.6,948,606,695
275,14,27.3,948,682,642
275,15,27.4,948,647,493
275,16,26.5,948,533,320
275,17,24.9,948,291,140
275,18,22.9,948,0,3
275,19,21.6,949,0,0
275,20,20.4,949,0,0
275,21,19.2,949,0,0
275,22,17.9,949,0,0
275,23,16.7,949,0,0
275,0,15.4,949,0,0
276,1,14.3,949,0,0
276,2,13.1,949,0,0
276,3,12.5,949,0,0
276,4,11.8,949,0,0
276,5,11.4,949,0,0
276,6,11.3,949,0,0
276,7,13.2,949,475,112
276,8,16,949,713,309
276,9,19.1,949,825,504
276,10,21.9,949,849,656
276,11,24.4,949,855,755
276,12,26.3,950,855,793
276,13,27.6,950,869,771
276,14,28.3,950,877,688
276,15,28.4,950,854,543
276,16,27.5,950,785,358
276,17,25.7,950,352,154
276,18,23.6,950,0,3
276,19,22.2,950,0,0
276,20,20.8,950,0,0
276,21,19.4,950,0,0
276,22,18.1,950,0,0
276,23,16.7,950,0,0
276,0,15.3,950,0,0
277,1,14.3,950,0,0
277,2,13.2,950,0,0
277,3,12.6,950,0,0
277,4,12,950,0,0
277,5,11.6,950,0,0
277,6,11.6,950,0,0
277,7,13.5,950,507,113
277,8,16.5,950,763,318
277,9,19.6,950,885,519
277,10,22.7,950,930,681
277,11,25.3,950,954,790
277,12,27.3,950,952,827
277,13,28.7,950,957,803
277,14,29.5,950,944,710
277,15,29.5,950,909,558
277,16,28.5,950,822,363
277,17,26.7,950,609,153
277,18,24.4,950,0,3
277,19,23.1,950,0,0
277,20,21.8,951,0,0
277,21,20.5,951,0,0
277,22,19.3,951,0,0
277,23,18,951,0,0
277,0,16.7,951,0,0
278,1,15.7,951,0,0
278,2,14.7,951,0,0
278,3,14.2,951,0,0
278,4,13.7,951,0,0
278,5,13.3,951,0,0
278,6,13.3,951,0,0
278,7,15.2,951,512,112
278,8,18.2,951,790,321
278,9,21.4,951,905,524
278,10,24.5,951,951,688
278,11,27.2,951,969,795
278,12,29.3,951,978,838
278,13,30.8,951,981,814
278,14,31.5,951,961,715
278,15,31.5,951,923,559
278,16,30.5,951,830,362
278,17,28.6,951,607,148
278,18,26.4,951,0,2
278,19,25,951,0,0
278,20,23.7,951,0,0
278,21,22.4,951,0,0
278,22,21,951,0,0
278,23,19.7,951,0,0
278,0,18.3,951,0,0
279,1,17.3,951,0,0
279,2,16.2,951,0,0
279,3,15.6,951,0,0
279,4,15,951,0,0
279,5,14.6,951,0,0
279,6,14.5,951,0,0
279,7,16.3,951,465,105
279,8,19,951,698,298
279,9,22.1,951,824,494
279,10,25,951,860,648
279,11,27.5,951,893,755
279,12,29.5,951,895,793
279,13,30.9,951,925,778
279,14,31.6,951,931,694
279,15,31.7,951,922,554
279,16,30.9,951,843,365
279,17,29.1,951,645,154
279,18,26.9,951,0,3
279,19,25.6,951,0,0
279,20,24.3,951,0,0
279,21,23,951,0,0
279,22,21.7,950,0,0
279,23,20.3,950,0,0
279,0,19,950,0,0
280,1,18,950,0,0
280,2,17,950,0,0
280,3,16.5,950,0,0
280,4,15.9,950,0,0
280,5,15.5,950,0,0
280,6,15.5,950,0,0
280,7,17.3,950,446,106
280,8,20.1,950,721,299
280,9,23.1,950,822,490
280,10,25.9,950,828,634
280,11,28.3,950,851,737
280,12,30.2,950,847,772
280,13,31.5,950,845,745
280,14,32.2,950,873,666
280,15,32.3,950,868,527
280,16,31.4,950,778,341
280,17,29.7,950,541,140
280,18,27.6,950,0,2
280,19,26.2,950,0,0
280,20,24.8,950,0,0
280,21,23.4,950,0,0
280,22,22.1,949,0,0
280,23,20.7,949,0,0
280,0,19.3,949,0,0
281,1,18.2,949,0,0
281,2,17,949,0,0
281,3,16.4,949,0,0
281,4,15.7,949,0,0
281,5,15.3,949,0,0
281,6,15.2,949,0,0
281,7,16.3,949,108,71
281,8,18.4,948,309,223
281,9,21.1,948,514,431
281,10,23.4,948,464,531
281,11,25.4,948,490,621
281,12,27,948,532,669
281,13,28.1,948,549,650
281,14,28.7,948,532,565
281,15,28.7,948,516,439
281,16,28,948,563,297
281,17,26.5,948,463,123
281,18,24.8,948,0,2
281,19,23.8,948,0,0
281,20,22.8,948,0,0
281,21,21.8,948,0,0
281,22,20.8,948,0,0
281,23,19.8,948,0,0
281,0,18.8,948,0,0
282,1,18.2,948,0,0
282,2,17.6,948,0,0
282,3,17.3,948,0,0
282,4,17,948,0,0
282,5,16.7,948,0,0
282,6,16.7,948,0,0
282,7,18,948,178,72
282,8,20.3,948,382,236
282,9,22.9,948,473,404
282,10,25.6,948,574,560
282,11,28.2,948,675,692
282,12,30,948,587,689
282,13,31,948,499,623
282,14,31.6,949,504,553
282,15,31.6,949,479,432
282,16,30.7,949,428,268
282,17,29.2,949,409,110
282,18,27.4,949,0,1
282,19,26.4,949,0,0
282,20,25.3,949,0,0
282,21,24.3,950,0,0
282,22,23.3,950,0,0
282,23,22.3,950,0,0
282,0,21.3,950,0,0
283,1,20.4,950,0,0
283,2,19.5,950,0,0
283,3,19,950,0,0
283,4,18.5,950,0,0
283,5,18.2,951,0,0
283,6,18.1,951,0,0
283,7,19.8,951,433,99
283,8,22.6,951,751,299
283,9,25.8,951,882,497
283,10,28.7,951,928,657
283,11,31.3,951,946,760
283,12,33.3,952,957,801
283,13,34.7,952,965,778
283,14,35.4,952,955,685
283,15,35.5,952,921,534
283,16,34.5,952,825,340
283,17,32.7,951,620,131
283,18,30.5,951,0,1
283,19,29.3,951,0,0
283,20,28.1,951,0,0
283,21,26.9,951,0,0
283,22,25.8,951,0,0
283,23,24.6,951,0,0
283,0,23.4,951,0,0
284,1,22.4,951,0,0
284,2,21.4,951,0,0
284,3,20.9,951,0,0
284,4,20.4,951,0,0
284,5,20.1,951,0,0
284,6,20,951,0,0
284,7,21.5,951,397,91
284,8,24.1,951,658,277
284,9,27,951,753,460
284,10,29.7,951,780,606
284,11,32,951,781,699
284,12,33.8,951,771,731
284,13,35,951,771,704
284,14,35.6,951,772,617
284,15,35.6,951,750,477
284,16,34.7,951,662,299
284,17,33.1,951,462,111
284,18,31.1,951,0,0
284,19,29.8,951,0,0
284,20,28.4,951,0,0
284,21,27.1,950,0,0
284,22,25.7,950,0,0
284,23,24.4,950,0,0
284,0,23,950,0,0
285,1,21.8,950,0,0
285,2,20.6,950,0,0
285,3,20,950,0,0
285,4,19.3,950,0,0
285,5,18.9,950,0,0
285,6,18.8,950,0,0
285,7,20.2,950,375,84
285,8,22.6,950,619,268
285,9,25.3,950,674,439
285,10,27.8,950,717,585
285,11,30,950,752,687
285,12,31.8,950,758,723
285,13,32.9,950,708,681
285,14,33.5,950,749,606
285,15,33.5,950,718,465
285,16,32.6,950,663,294
285,17,31,950,443,109
285,18,29.1,950,0,1
285,19,27.8,950,0,0
285,20,26.5,950,0,0
285,21,25.2,950,0,0
285,22,23.8,950,0,0
285,23,22.5,950,0,0
285,0,21.2,950,0,0
286,1,20.1,950,0,0
286,2,19.1,950,0,0
286,3,18.5,950,0,0
286,4,17.9,951,0,0
286,5,17.5,951,0,0
286,6,17.5,951,0,0
286,7,19,951,405,90
286,8,21.6,951,717,282
286,9,24.5,951,852,477
286,10,27.3,951,893,630
286,11,29.7,951,909,730
286,12,31.6,951,895,759
286,13,32.8,951,891,730
286,14,33.5,951,889,641
286,15,33.4,951,838,489
286,16,32.5,951,738,303
286,17,30.7,951,485,107
286,18,28.7,950,0,0
286,19,27.5,950,0,0
286,20,26.2,950,0,0
286,21,25,950,0,0
286,22,23.7,950,0,0
286,23,22.5,950,0,0
286,0,21.2,950,0,0
287,1,20.2,950,0,0
287,2,19.2,950,0,0
287,3,18.7,950,0,0
287,4,18.2,950,0,0
287,5,17.8,950,0,0
287,6,17.8,950,0,0
287,7,19.1,950,344,78
287,8,21.5,950,570,254
287,9,24.1,950,605,423
287,10,26.6,949,688,570
287,11,28.8,949,685,659
287,12,30.5,949,659,685
287,13,31.6,949,636,648
287,14,32.2,949,708,589
287,15,32.2,949,679,447
287,16,31.3,949,520,270
287,17,29.7,949,357,91
287,18,28,950,0,0
287,19,26.6,950,0,0
287,20,25.3,950,0,0
287,21,24,950,0,0
287,22,22.7,950,0,0
287,23,21.3,950,0,0
287,0,20,950,0,0
288,1,18.9,950,0,0
288,2,17.6,950,0,0
288,3,17,950,0,0
288,4,16.4,950,0,0
288,5,15.9,950,0,0
288,6,15.9,950,0,0
288,7,17.3,950,465,87
288,8,19.9,950,744,283
288,9,22.7,950,867,475
288,10,25.5,950,910,629
288,11,27.8,950,910,722
288,12,29.6,950,908,755
288,13,30.8,950,901,724
288,14,31.4,950,884,629
288,15,31.3,950,843,481
288,16,30.3,950,722,291
288,17,28.5,950,447,97
288,18,26.6,949,0,0
288,19,25.3,949,0,0
288,20,24,949,0,0
288,21,22.8,949,0,0
288,22,21.5,948,0,0
288,23,20.2,948,0,0
288,0,18.9,948,0,0
289,1,18,948,0,0
289,2,17,947,0,0
289,3,16.5,947,0,0
289,4,16,947,0,0
289,5,15.6,947,0,0
289,6,15.6,947,0,0
289,7,16.3,946,23,42
289,8,17.2,946,0,100
289,9,17.2,946,0,43
289,10,17.9,946,0,165
289,11,20.3,945,244,489
289,12,22.7,945,526,643
289,13,24,945,273,520
289,14,25.1,945,612,553
289,15,25.6,945,578,420
289,16,25.6,945,723,300
289,17,24.6,946,451,94
289,18,23.3,946,0,0
289,19,22.3,946,0,0
289,20,21.3,946,0,0
289,21,20.3,946,0,0
289,22,19.3,947,0,0
289,23,18.3,947,0,0
289,0,17.3,947,0,0
290,1,16.3,947,0,0
290,2,15.3,947,0,0
290,3,14.8,948,0,0
290,4,14.3,948,0,0
290,5,13.9,948,0,0
290,6,13.9,948,0,0
290,7,15.2,948,369,78
290,8,17.7,949,668,261
290,9,20.5,949,792,448
290,10,23.1,949,833,596
290,11,25.4,949,839,689
290,12,27.2,949,836,722
290,13,28.4,950,832,692
290,14,29,950,834,604
290,15,29,950,792,459
290,16,28,950,683,275
290,17,26.3,950,399,90
290,18,24.5,950,0,0
290,19,23.2,950,0,0
290,20,22,950,0,0
290,21,20.8,950,0,0
290,22,19.6,950,0,0
290,23,18.3,950,0,0
290,0,17.1,950,0,0
291,1,16.1,950,0,0
291,2,15,950,0,0
291,3,14.4,950,0,0
291,4,13.9,950,0,0
291,5,13.5,950,0,0
291,6,13.4,950,0,0
291,7,14.7,950,379,77
291,8,17.2,950,713,266
291,9,20,950,839,455
291,10,22.7,950,890,609
291,11,25.1,950,917,711
291,12,26.9,950,919,744
291,13,28.2,950,907,711
291,14,28.8,950,901,620
291,15,28.7,950,861,472
291,16,27.8,949,740,283
291,17,26,949,431,91
291,18,24.1,949,0,0
291,19,22.9,949,0,0
291,20,21.7,949,0,0
291,21,20.4,949,0,0
291,22,19.2,949,0,0
291,23,18,948,0,0
291,0,16.8,948,0,0
292,1,15.8,948,0,0
292,2,14.7,948,0,0
292,3,14.1,948,0,0
292,4,13.6,948,0,0
292,5,13.2,947,0,0
292,6,13.1,947,0,0
292,7,14.3,947,247,75
292,8,15.7,947,217,183
292,9,17.2,947,105,273
292,10,18.9,947,235,412
292,11,21.2,947,599,625
292,12,22.5,946,342,557
292,13,23.3,946,308,518
292,14,23.9,946,575,529
292,15,24,946,489,399
292,16,22.9,946,105,163
292,17,21.6,946,116,56
292,18,20.2,946,0,0
292,19,19.7,946,0,0
292,20,19.3,946,0,0
292,21,18.8,946,0,0
292,22,18.3,946,0,0
292,23,17.9,946,0,0
292,0,17.4,946,0,0
293,1,17.3,946,0,0
293,2,17.4,946,0,0
293,3,17.4,946,0,0
293,4,17.6,945,0,0
293,5,17.7,945,0,0
293,6,17.8,945,0,0
293,7,18.2,945,0,11
293,8,20.5,945,192,178
293,9,23.2,945,516,393
293,10,24.7,945,248,409
293,11,27.8,945,807,809
293,12,29.5,945,759,738
293,13,28.9,945,51,309
293,14,27.7,945,8,207
293,15,26.6,945,0,91
293,16,25.5,946,0,28
293,17,24.4,946,0,7
293,18,23.5,946,0,0
293,19,23,946,0,0
293,20,22.5,946,0,0
293,21,21.9,947,0,0
293,22,21.4,947,0,0
293,23,20.9,947,0,0
293,0,20.3,947,0,0
294,1,19.1,948,0,0
294,2,17.8,948,0,0
294,3,16.5,948,0,0
294,4,15.8,948,0,0
294,5,15.2,948,0,0
294,6,14.7,949,0,0
294,7,15.6,949,0,34
294,8,18.8,949,467,253
294,9,21.6,949,840,444
294,10,24.2,949,896,598
294,11,26.2,950,923,699
294,12,27.8,950,945,741
294,13,28.8,950,937,708
294,14,29.2,950,924,615
294,15,28.8,950,866,459
294,16,27.6,950,736,271
294,17,25.8,950,469,82
294,18,23.9,950,0,0
294,19,22.6,950,0,0
294,20,21.2,950,0,0
294,21,19.9,950,0,0
294,22,18.5,950,0,0
294,23,17.2,950,0,0
294,0,15.9,950,0,0
295,1,14.8,950,0,0
295,2,13.6,950,0,0
295,3,12.4,950,0,0
295,4,11.8,950,0,0
295,5,11.2,950,0,0
295,6,10.8,950,0,0
295,7,11.7,950,0,34
295,8,15,950,488,263
295,9,18.1,950,899,462
295,10,20.8,950,960,625
295,11,22.9,950,979,724
295,12,24.5,950,984,760
295,13,25.5,950,980,728
295,14,25.9,950,959,628
295,15,25.5,950,904,470
295,16,24.2,950,772,275
295,17,22.2,949,499,81
295,18,20.3,949,0,0
295,19,19.3,949,0,0
295,20,18.3,949,0,0
295,21,17.3,949,0,0
295,22,16.4,949,0,0
295,23,15.4,949,0,0
295,0,14.4,948,0,0
296,1,13.7,948,0,0
296,2,13,948,0,0
296,3,12.4,948,0,0
296,4,12,948,0,0
296,5,11.7,948,0,0
296,6,11.4,948,0,0
296,7,12.1,947,0,24
296,8,14.8,947,348,208
296,9,16.9,947,355,333
296,10,19.3,947,565,505
296,11,21.1,947,575,588
296,12,22.4,947,543,603
296,13,23.4,947,638,606
296,14,23.9,947,644,539
296,15,23.4,947,340,343
296,16,22.2,947,221,179
296,17,20.5,947,0,26
296,18,19.6,947,0,0
296,19,18.8,947,0,0
296,20,17.9,947,0,0
296,21,17,947,0,0
296,22,16.2,947,0,0
296,23,15.3,948,0,0
296,0,14.4,948,0,0
297,1,13.7,948,0,0
297,2,12.8,948,0,0
297,3,12,948,0,0
297,4,11.6,948,0,0
297,5,11.2,948,0,0
297,6,10.9,948,0,0
297,7,11.7,948,0,29
297,8,14.8,948,471,236
297,9,17.6,948,762,415
297,10,20,948,794,556
297,11,22.1,948,817,651
297,12,23.6,949,855,694
297,13,24.6,949,868,668
297,14,25,949,868,580
297,15,24.8,949,840,439
297,16,23.6,949,481,256
297,17,21.7,949,0,38
297,18,20.6,949,0,0
297,19,19.5,949,0,0
297,20,18.4,949,0,0
297,21,17.3,949,0,0
297,22,16.2,949,0,0
297,23,15.1,949,0,0
297,0,14.1,949,0,0
298,1,13.1,949,0,0
298,2,12.2,949,0,0
298,3,11.2,949,0,0
298,4,10.7,949,0,0
298,5,10.2,949,0,0
298,6,9.9,949,0,0
298,7,10.7,949,0,27
298,8,13.8,949,461,240
298,9,16.6,949,813,423
298,10,19.1,948,884,577
298,11,21.2,948,896,670
298,12,22.7,948,882,698
298,13,23.6,948,872,665
298,14,23.9,948,847,569
298,15,23.6,949,813,428
298,16,22.3,949,498,244
298,17,20.4,949,0,32
298,18,19.2,949,0,0
298,19,18.1,949,0,0
298,20,16.9,949,0,0
298,21,15.8,949,0,0
298,22,14.6,949,0,0
298,23,13.4,949,0,0
298,0,12.3,949,0,0
299,1,11.3,949,0,0
299,2,10.2,949,0,0
299,3,9.1,949,0,0
299,4,8.5,949,0,0
299,5,7.9,949,0,0
299,6,7.4,949,0,0
299,7,8,949,0,28
299,8,10.9,949,477,250
299,9,13.5,949,891,444
299,10,15.8,949,950,601
299,11,17.7,949,968,698
299,12,19,949,978,736
299,13,19.9,949,978,707
299,14,20.1,949,956,608
299,15,19.7,949,899,452
299,16,18.5,949,482,258
299,17,16.5,949,0,31
299,18,15.5,949,0,0
299,19,14.5,949,0,0
299,20,13.6,949,0,0
299,21,12.6,949,0,0
299,22,11.6,949,0,0
299,23,10.6,949,0,0
299,0,9.6,949,0,0
300,1,9.2,949,0,0
300,2,8.8,949,0,0
300,3,8.4,949,0,0
300,4,8.2,949,0,0
300,5,8,949,0,0
300,6,7.8,949,0,0
300,7,8.6,949,0,25
300,8,11.8,948,450,230
300,9,14.8,948,800,412
300,10,17.4,948,864,562
300,11,19.6,948,891,660
300,12,21.2,948,877,687
300,13,22.2,948,865,653
300,14,22.6,948,833,557
300,15,22.2,948,785,413
300,16,21,948,452,234
300,17,19,948,0,27
300,18,18,948,0,0
300,19,17.1,948,0,0
300,20,16.1,948,0,0
300,21,15.1,948,0,0
300,22,14.2,948,0,0
300,23,13.2,948,0,0
300,0,12.2,948,0,0
301,1,11.2,948,0,0
301,2,10.1,948,0,0
301,3,9,948,0,0
301,4,8.4,948,0,0
301,5,7.7,948,0,0
301,6,7.3,948,0,0
301,7,7.6,948,0,22
301,8,10,947,450,227
301,9,12.2,947,815,412
301,10,14.2,947,889,566
301,11,15.7,947,887,654
301,12,16.8,947,838,670
301,13,17.3,947,783,630
301,14,17.4,947,714,525
301,15,16.9,947,655,384
301,16,15.7,948,334,209
301,17,14,948,0,18
301,18,13.2,948,0,0
301,19,12.4,948,0,0
301,20,11.5,948,0,0
301,21,10.7,948,0,0
301,22,9.9,948,0,0
301,23,9.1,948,0,0
301,0,8.2,948,0,0
302,1,8.1,949,0,0
302,2,8,949,0,0
302,3,7.9,949,0,0
302,4,7.9,949,0,0
302,5,7.9,949,0,0
302,6,7.8,949,0,0
302,7,8.6,949,0,24
302,8,12.2,949,477,247
302,9,15.6,949,906,447
302,10,18.6,949,970,609
302,11,21,950,995,712
302,12,22.9,950,1002,747
302,13,24,950,995,713
302,14,24.5,950,969,610
302,15,24.1,950,905,447
302,16,22.7,950,476,248
302,17,20.5,950,0,25
302,18,19.6,950,0,0
302,19,18.8,950,0,0
302,20,17.9,950,0,0
302,21,17.1,950,0,0
302,22,16.2,950,0,0
302,23,15.4,950,0,0
302,0,14.5,950,0,0
303,1,13.6,950,0,0
303,2,12.6,950,0,0
303,3,11.6,950,0,0
303,4,11,950,0,0
303,5,10.5,950,0,0
303,6,10.2,950,0,0
303,7,10.7,950,0,22
303,8,13.7,950,461,230
303,9,16.6,950,872,422
303,10,19.1,950,939,578
303,11,21.2,950,969,680
303,12,22.8,950,976,716
303,13,23.7,950,968,681
303,14,24.1,949,947,585
303,15,23.7,949,889,432
303,16,22.4,949,468,239
303,17,20.4,949,0,24
303,18,19.5,949,0,0
303,19,18.5,948,0,0
303,20,17.6,948,0,0
303,21,16.7,948,0,0
303,22,15.8,948,0,0
303,23,14.9,947,0,0
303,0,14,947,0,0
304,1,13.3,947,0,0
304,2,12.7,947,0,0
304,3,12.1,947,0,0
304,4,11.8,946,0,0
304,5,11.5,946,0,0
304,6,11.3,946,0,0
304,7,11.6,946,0,8
304,8,12.8,945,0,82
304,9,14.7,945,95,228
304,10,15.9,945,32,254
304,11,17.7,945,212,428
304,12,19.4,944,357,524
304,13,20.2,944,204,424
304,14,20.7,944,303,412
304,15,21,944,613,384
304,16,20.8,944,478,248
304,17,19.6,944,0,46
304,18,18.3,944,0,0
304,19,17.1,944,0,0
304,20,15.8,944,0,0
304,21,14.6,944,0,0
304,22,13.3,944,0,0
304,23,11.8,944,0,0
304,0,10.2,943,0,0
305,1,8.7,944,0,0
305,2,7.2,944,0,0
305,3,5.7,944,0,0
305,4,4.7,944,0,0
305,5,3.8,944,0,0
305,6,3.1,943,0,0
305,7,3.6,943,0,18
305,8,6.3,943,358,185
305,9,8.6,943,414,319
305,10,10.4,943,278,397
305,11,11.3,943,126,380
305,12,12,943,121,407
305,13,12.4,943,163,398
305,14,12,943,59,223
305,15,12.4,943,678,439
305,16,11.7,944,490,220
305,17,10.3,944,0,43
305,18,9.1,944,0,0
305,19,8,944,0,0
305,20,6.9,945,0,0
305,21,5.7,945,0,0
305,22,4.6,945,0,0
305,23,3.4,945,0,0
305,0,2.3,946,0,0
306,1,1.8,946,0,0
306,2,1.3,946,0,0
306,3,0.8,946,0,0
306,4,0.5,946,0,0
306,5,0.3,947,0,0
306,6,0.1,947,0,0
306,7,0.8,947,0,18
306,8,4.9,947,453,226
306,9,8.8,948,889,421
306,10,12.2,948,957,579
306,11,15.1,948,981,677
306,12,17.3,948,991,715
306,13,18.6,949,986,684
306,14,19.2,949,960,583
306,15,18.7,949,895,428
306,16,17.1,949,464,234
306,17,14.4,949,0,21
306,18,13.3,949,0,0
306,19,12.2,949,0,0
306,20,11.1,949,0,0
306,21,10,949,0,0
306,22,8.9,949,0,0
306,23,7.8,949,0,0
306,0,6.6,949,0,0
307,1,5.5,949,0,0
307,2,4.3,949,0,0
307,3,3.2,949,0,0
307,4,2.5,949,0,0
307,5,1.9,949,0,0
307,6,1.4,949,0,0
307,7,2,949,0,17
307,8,5.7,949,455,225
307,9,9.3,949,891,420
307,10,12.6,949,960,578
307,11,15.2,949,986,678
307,12,17.2,949,996,717
307,13,18.4,949,989,683
307,14,18.8,948,964,585
307,15,18.3,948,897,429
307,16,16.6,948,465,234
307,17,14,947,0,21
307,18,13.2,947,0,0
307,19,12.4,947,0,0
307,20,11.5,946,0,0
307,21,10.7,946,0,0
307,22,9.9,946,0,0
307,23,9,945,0,0
307,0,8.2,945,0,0
308,1,7.8,945,0,0
308,2,7.5,944,0,0
308,3,7.2,944,0,0
308,4,7,944,0,0
308,5,6.8,943,0,0
308,6,6.8,943,0,0
308,7,7,943,0,5
308,8,8.7,942,28,96
308,9,10.2,942,17,173
308,10,11.8,942,29,258
308,11,13,941,26,283
308,12,14.1,941,43,336
308,13,14.9,941,83,335
308,14,15.2,941,38,274
308,15,14.9,941,18,176
308,16,14,942,0,83
308,17,13,942,0,4
308,18,12.2,942,0,0
308,19,11.4,943,0,0
308,20,10.6,943,0,0
308,21,9.7,943,0,0
308,22,8.9,944,0,0
308,23,8.1,944,0,0
308,0,7.3,945,0,0
309,1,6.3,945,0,0
309,2,5.3,945,0,0
309,3,4.3,946,0,0
309,4,3.7,946,0,0
309,5,3.2,946,0,0
309,6,2.8,947,0,0
309,7,3.4,947,0,15
309,8,7.2,947,449,219
309,9,10.9,948,889,415
309,10,14.2,948,963,576
309,11,17,948,993,682
309,12,19,949,999,714
309,13,20.3,949,992,682
309,14,20.8,949,966,583
309,15,20.3,949,897,428
309,16,18.7,949,459,233
309,17,16.1,949,0,20
309,18,14.9,949,0,0
309,19,13.7,949,0,0
309,20,12.5,949,0,0
309,21,11.4,949,0,0
309,22,10.2,949,0,0
309,23,9,949,0,0
309,0,7.8,949,0,0
310,1,6.8,949,0,0
310,2,5.7,949,0,0
310,3,4.7,949,0,0
310,4,4.1,949,0,0
310,5,3.6,949,0,0
310,6,3.2,949,0,0
310,7,3.7,949,0,14
310,8,7.5,949,448,219
310,9,11.2,949,892,418
310,10,14.5,949,966,580
310,11,17.2,949,994,681
310,12,19.2,949,1000,713
310,13,20.5,949,993,681
310,14,20.9,949,965,579
310,15,20.4,949,892,419
310,16,18.7,949,452,222
310,17,16.2,949,0,15
310,18,15.1,949,0,0
310,19,14,949,0,0
310,20,12.9,949,0,0
310,21,11.8,949,0,0
310,22,10.7,949,0,0
310,23,9.6,949,0,0
310,0,8.6,949,0,0
311,1,7.7,949,0,0
311,2,6.8,949,0,0
311,3,5.9,949,0,0
311,4,5.4,949,0,0
311,5,4.9,949,0,0
311,6,4.6,949,0,0
311,7,5,949,0,13
311,8,8.5,949,426,204
311,9,12,949,863,391
311,10,15.1,949,932,541
311,11,17.7,949,950,634
311,12,19.6,949,954,666
311,13,20.7,949,951,636
311,14,21.1,949,922,539
311,15,20.6,949,851,389
311,16,19,949,431,207
311,17,16.6,949,0,14
311,18,15.8,949,0,0
311,19,15,949,0,0
311,20,14.2,949,0,0
311,21,13.3,949,0,0
311,22,12.5,949,0,0
311,23,11.7,949,0,0
311,0,10.9,949,0,0
312,1,10.3,949,0,0
312,2,9.8,949,0,0
312,3,9.3,949,0,0
312,4,9,949,0,0
312,5,8.7,949,0,0
312,6,8.5,949,0,0
312,7,9,949,0,11
312,8,12.5,949,415,193
312,9,16,949,834,376
312,10,19.2,949,912,528
312,11,21.9,949,945,627
312,12,23.9,950,946,658
312,13,25.2,950,943,628
312,14,25.7,950,906,529
312,15,25.2,950,826,378
312,16,23.6,950,420,196
312,17,21.2,950,0,12
312,18,20.2,950,0,0
312,19,19.2,950,0,0
312,20,18.2,950,0,0
312,21,17.1,950,0,0
312,22,16.1,950,0,0
312,23,15.1,950,0,0
312,0,14.1,950,0,0
313,1,13,950,0,0
313,2,12,950,0,0
313,3,10.9,950,0,0
313,4,10.3,950,0,0
313,5,9.8,950,0,0
313,6,9.4,950,0,0
313,7,9.7,950,0,11
313,8,13.1,950,416,196
313,9,16.5,950,867,386
313,10,19.6,950,945,541
313,11,22.2,950,969,637
313,12,24.1,950,979,673
313,13,25.3,950,969,638
313,14,25.7,950,936,539
313,15,25.2,950,863,388
313,16,23.6,950,424,202
313,17,21.2,950,0,12
313,18,20.2,950,0,0
313,19,19.1,950,0,0
313,20,18,950,0,0
313,21,16.9,950,0,0
313,22,15.8,950,0,0
313,23,14.8,950,0,0
313,0,13.7,950,0,0
314,1,12.8,950,0,0
314,2,11.9,950,0,0
314,3,11,950,0,0
314,4,10.5,950,0,0
314,5,10,950,0,0
314,6,9.6,950,0,0
314,7,9.9,950,0,10
314,8,13.4,950,427,200
314,9,16.9,950,878,394
314,10,20,950,956,551
314,11,22.7,950,986,652
314,12,24.6,950,995,688
314,13,25.8,950,987,655
314,14,26.3,950,958,557
314,15,25.7,950,883,401
314,16,24.1,949,437,208
314,17,21.7,949,0,12
314,18,21,949,0,0
314,19,20.4,948,0,0
314,20,19.8,948,0,0
314,21,19.2,948,0,0
314,22,18.6,947,0,0
314,23,17.9,947,0,0
314,0,17.3,947,0,0
315,1,17,946,0,0
315,2,16.7,946,0,0
315,3,16.5,946,0,0
315,4,16.4,945,0,0
315,5,16.2,945,0,0
315,6,16.2,945,0,0
315,7,16.3,944,0,2
315,8,17.8,944,1,76
315,9,19.7,944,58,189
315,10,21.2,943,21,229
315,11,22.1,943,16,245
315,12,23,943,25,274
315,13,23.3,942,21,259
315,14,23.8,943,29,246
315,15,24,943,83,208
315,16,23.5,943,99,110
315,17,22.4,944,0,9
315,18,21.5,944,0,0
315,19,20.6,944,0,0
315,20,19.8,945,0,0
315,21,18.9,945,0,0
315,22,18,945,0,0
315,23,17.1,946,0,0
315,0,16.2,946,0,0
316,1,14.6,946,0,0
316,2,13,947,0,0
316,3,11.3,947,0,0
316,4,10.5,947,0,0
316,5,9.6,948,0,0
316,6,9,948,0,0
316,7,9.2,948,0,9
316,8,12.4,949,419,193
316,9,15.6,949,874,386
316,10,18.6,949,956,545
316,11,21,950,987,647
316,12,22.9,950,997,686
316,13,24,950,990,655
316,14,24.4,950,960,555
316,15,23.9,950,882,399
316,16,22.4,950,433,205
316,17,20,950,0,12
316,18,18.8,950,0,0
316,19,17.5,950,0,0
316,20,16.3,950,0,0
316,21,15.1,950,0,0
