 TIME                    	pinLPT3_condhigh         	pcond_high_bar           	h_condhigh               	h_steamhigh              	
  +5.8375000000000000E+01	  +4.1188801663279750E-01	  +4.0783246630403314E-01	  +3.2028356485087653E+02	  +2.4600214128790462E+03	
  +5.8500000000000000E+01	  +4.1318973546647031E-01	  +4.0760767711039747E-01	  +3.2067408582386582E+02	  +2.4603637989511471E+03	
  +5.8625000000000000E+01	  +4.1385388758900971E-01	  +4.0749532173322800E-01	  +3.2068023833639478E+02	  +2.4609316155316733E+03	
  +5.8750000000000000E+01	  +4.1385388758900971E-01	  +4.0749532173322800E-01	  +3.2082624298342023E+02	  +2.4611806180114522E+03	
  +5.8875000000000000E+01	  +4.1383397562013952E-01	  +4.0749532173322800E-01	  +3.2082168115410190E+02	  +2.4613653792371938E+03	
  +5.9000000000000000E+01	  +4.1367450920827897E-01	  +4.0749532173322800E-01	  +3.2078514742116698E+02	  +2.4615413659855158E+03	
  +5.9125000000000000E+01	  +4.1405951347536402E-01	  +4.0762504467207672E-01	  +3.2078163736035117E+02	  +2.4614550814102213E+03	
  +5.9250000000000000E+01	  +4.1486014172872898E-01	  +4.0788459511306696E-01	  +3.2087335184558714E+02	  +2.4613009250251907E+03	
  +5.9375000000000000E+01	  +4.1543554082925155E-01	  +4.0814428501776390E-01	  +3.2105677566786625E+02	  +2.4614354866379258E+03	
  +5.9500000000000000E+01	  +4.1611000855805141E-01	  +4.0840411444135949E-01	  +3.2118859952233333E+02	  +2.4615460336818483E+03	
  +5.9625000000000000E+01	  +4.1642432288144965E-01	  +4.0853408148999520E-01	  +3.2134311998585730E+02	  +2.4617268994885894E+03	
  +5.9750000000000000E+01	  +4.1642432288144965E-01	  +4.0853408148999520E-01	  +3.2141512935394110E+02	  +2.4620058486925709E+03	
  +5.9875000000000000E+01	  +4.1634763482691178E-01	  +4.0853408148999520E-01	  +3.2139756013123713E+02	  +2.4621982753363559E+03	
  +6.0000000000000000E+01	  +4.1629948678682716E-01	  +4.0853408148999520E-01	  +3.2138652942190294E+02	  +2.4622272477348379E+03	
  +6.0125000000000000E+01	  +4.1719776713626416E-01	  +4.0860201464621315E-01	  +3.2139548771291368E+02	  +2.4621916453468552E+03	
  +6.0250000000000000E+01	  +4.1900763394266199E-01	  +4.0873790955636635E-01	  +3.2200696556130964E+02	  +2.4621371117510002E+03	
  +6.0375000000000000E+01	  +4.1990875487233931E-01	  +4.0887384260337856E-01	  +3.2240462703744168E+02	  +2.4642450895809243E+03	
  +6.0500000000000000E+01	  +4.2181072406528164E-01	  +4.0900981379513135E-01	  +3.2264915312129506E+02	  +2.4642450895809243E+03	
  +6.0625000000000000E+01	  +4.2157314314676037E-01	  +4.0907781369774954E-01	  +3.2265370193347422E+02	  +2.4651423403946173E+03	
  +6.0750000000000000E+01	  +4.2165867538091717E-01	  +4.0907781369774954E-01	  +3.2261431878870496E+02	  +2.4651423403946173E+03	
  +6.0875000000000000E+01	  +4.2170228932445947E-01	  +4.0907781369774954E-01	  +3.2262431073714743E+02	  +2.4647348627764741E+03	
  +6.1000000000000000E+01	  +4.2188631080812944E-01	  +4.0907781369774954E-01	  +3.2266647003364295E+02	  +2.4647584987961541E+03	
  +6.1125000000000000E+01	  +4.2247827719347114E-01	  +4.0915013282912382E-01	  +3.2265477203759428E+02	  +2.4641401107623401E+03	
  +6.1250000000000000E+01	  +4.2316283004557098E-01	  +4.0929480345558233E-01	  +3.2280208945077413E+02	  +2.4641526004558077E+03	
  +6.1375000000000000E+01	  +4.2390982741115379E-01	  +4.0943951724155503E-01	  +3.2295892041465351E+02	  +2.4642570339938929E+03	
  +6.1500000000000000E+01	  +4.2324303561964366E-01	  +4.0958427419652460E-01	  +3.2313005740794813E+02	  +2.4656423838637011E+03	
  +6.1625000000000000E+01	  +4.2385437261740144E-01	  +4.0965666886534680E-01	  +3.2299539879559751E+02	  +2.4654116206216368E+03	
  +6.1750000000000000E+01	  +4.2385437261740144E-01	  +4.0965666886534680E-01	  +3.2311735272235785E+02	  +2.4653956827684297E+03	
  +6.1875000000000000E+01	  +4.2389926990021670E-01	  +4.0965666886534680E-01	  +3.2312763868365039E+02	  +2.4654175200953732E+03	
  +6.2000000000000000E+01	  +4.2351972066138344E-01	  +4.0965666886534680E-01	  +3.2312337617892297E+02	  +2.4656040003984454E+03	
  +6.2125000000000000E+01	  +4.2351972066138344E-01	  +4.0978815500248678E-01	  +3.2304068400544958E+02	  +2.4655843848964610E+03	
  +6.2250000000000000E+01	  +4.2347331477137778E-01	  +4.1005123409766120E-01	  +3.2303005242245786E+02	  +2.4654632670496640E+03	
  +6.2375000000000000E+01	  +4.2338159586758689E-01	  +4.1031445566803509E-01	  +3.2300903963426578E+02	  +2.4650889886904893E+03	
  +6.2500000000000000E+01	  +4.2346260835427424E-01	  +4.1057781977042929E-01	  +3.2302759958377800E+02	  +2.4650600132031004E+03	
  +6.2625000000000000E+01	  +4.2281344565483031E-01	  +4.1070955528889397E-01	  +3.2300026754972617E+02	  +2.4655524862239345E+03	
  +6.2750000000000000E+01	  +4.2246588900310800E-01	  +4.1070955528889397E-01	  +3.2287887649898477E+02	  +2.4658996052863081E+03	
  +6.2875000000000000E+01	  +4.2246588900310800E-01	  +4.1070955528889397E-01	  +3.2279925131807278E+02	  +2.4654093070656691E+03	
  +6.3000000000000000E+01	  +4.2257747551702035E-01	  +4.1070955528889397E-01	  +3.2282481577299995E+02	  +2.4652628964434339E+03	
  +6.3125000000000000E+01	  +4.2179507909532254E-01	  +4.1172789976544988E-01	  +3.2282350561448300E+02	  +2.4653383644162536E+03	
  +6.3250000000000000E+01	  +4.2014075805972401E-01	  +4.1377097845488653E-01	  +3.2233849192819633E+02	  +2.4656670454467462E+03	
  +6.3375000000000000E+01	  +4.1918267343469667E-01	  +4.1582259864388527E-01	  +3.2226656414004401E+02	  +2.4650820349280748E+03	
  +6.3500000000000000E+01	  +4.1812655417577399E-01	  +4.1788278659609368E-01	  +3.2180511030839267E+02	  +2.4645869622808727E+03	
  +6.3625000000000000E+01	  +4.1778890602513741E-01	  +4.1891610170400784E-01	  +3.2182787095394718E+02	  +2.4640305265828629E+03	
  +6.3750000000000000E+01	  +4.1748611894733484E-01	  +4.1891610170400784E-01	  +3.2172775516371098E+02	  +2.4642484291438627E+03	
  +6.3875000000000000E+01	  +4.1748611894733484E-01	  +4.1891610170400784E-01	  +3.2165838668600139E+02	  +2.4642765963615630E+03	
  +6.4000000000000000E+01	  +4.1752036813796384E-01	  +4.1891610170400784E-01	  +3.2166623317084469E+02	  +2.4642612254101628E+03	
  +6.4125000000000000E+01	  +4.1602002378059533E-01	  +4.1964032792983097E-01	  +3.2162127280088032E+02	  +2.4644382722778150E+03	
  +6.4250000000000000E+01	  +4.1468170703050117E-01	  +4.2109194479397150E-01	  +3.2101589630314396E+02	  +2.4640693890368971E+03	
  +6.4375000000000000E+01	  +4.1331259906352125E-01	  +4.2254778840861762E-01	  +3.2078236586924629E+02	  +2.4636910181252933E+03	
  +6.4500000000000000E+01	  +4.1209039607504372E-01	  +4.2400786782451971E-01	  +3.2042222732110883E+02	  +2.4632073713021136E+03	
  +6.4625000000000000E+01	  +4.1148203966538183E-01	  +4.2473949878946771E-01	  +3.2040612775391969E+02	  +2.4627664206480422E+03	
  +6.4750000000000000E+01	  +4.1148203966538183E-01	  +4.2473949878946771E-01	  +3.2028285295166927E+02	  +2.4628086709802974E+03	
  +6.4875000000000000E+01	  +4.1122443757485760E-01	  +4.2473949878946771E-01	  +3.2022383634830504E+02	  +2.4625165964434586E+03	
  +6.5000000000000000E+01	  +4.1138359652117623E-01	  +4.2473949878946771E-01	  +3.2026029964092675E+02	  +2.4623591079292005E+03	
  +6.5125000000000000E+01	  +4.1142894908775229E-01	  +4.2383208774984193E-01	  +3.2027068990766617E+02	  +2.4622853184075793E+03	
  +6.5250000000000000E+01	  +4.1149123549068095E-01	  +4.2202216117092450E-01	  +3.2028495971397535E+02	  +2.4623683468731574E+03	
  +6.5375000000000000E+01	  +4.1188057316311222E-01	  +4.2021874751783106E-01	  +3.2031337451282445E+02	  +2.4622615619462003E+03	
  +6.5500000000000000E+01	  +4.1188057316311222E-01	  +4.1842182952500984E-01	  +3.2037415692096181E+02	  +2.4622740083128997E+03	
  +6.5625000000000000E+01	  +4.1201354013143232E-01	  +4.1752580101321490E-01	  +3.2040461963504129E+02	  +2.4623550879205050E+03	
  +6.5750000000000000E+01	  +4.1208928137590978E-01	  +4.1752580101321490E-01	  +3.2042197194369112E+02	  +2.4624843287794429E+03	
  +6.5875000000000000E+01	  +4.1199634802477131E-01	  +4.1752580101321490E-01	  +3.2040068092577940E+02	  +2.4624570332392705E+03	
  +6.6000000000000000E+01	  +4.1209783368778508E-01	  +4.1752580101321490E-01	  +3.2042393127716076E+02	  +2.4625348991559681E+03	
  +6.6125000000000000E+01	  +4.1232303511803808E-01	  +4.1678688501053074E-01	  +3.2040363466336260E+02	  +2.4625765696295894E+03	
  +6.6250000000000000E+01	  +4.1307738578339953E-01	  +4.1531235895185092E-01	  +3.2047552489373140E+02	  +2.4624641505359796E+03	
  +6.6375000000000000E+01	  +4.1350969717036173E-01	  +4.1384223275079857E-01	  +3.2064834652698977E+02	  +2.4625655709526609E+03	
  +6.6500000000000000E+01	  +4.1420010391806267E-01	  +4.1237649673299759E-01	  +3.2074738900604063E+02	  +2.4626490881846717E+03	
  +6.6625000000000000E+01	  +4.1420010391806267E-01	  +4.1164527202306389E-01	  +3.2090556109659377E+02	  +2.4627922590457492E+03	
  +6.6750000000000000E+01	  +4.1441777328363183E-01	  +4.1164527202306389E-01	  +3.2095542911818558E+02	  +2.4630362351423091E+03	
  +6.6875000000000000E+01	  +4.1432165598074633E-01	  +4.1164527202306389E-01	  +3.2093340865736832E+02	  +2.4631856500061976E+03	
  +6.7000000000000000E+01	  +4.1437950949201524E-01	  +4.1164527202306389E-01	  +3.2094666288881041E+02	  +2.4632728553627526E+03	
  +6.7125000000000000E+01	  +4.1431087519441506E-01	  +4.1178234215285969E-01	  +3.2093093878070863E+02	  +2.4633302843067572E+03	
  +6.7250000000000000E+01	  +4.1384781735994663E-01	  +4.1205659790133264E-01	  +3.2089895850324547E+02	  +2.4634394307537268E+03	
  +6.7375000000000000E+01	  +4.1384781735994663E-01	  +4.1233100768805619E-01	  +3.2082485229478016E+02	  +2.4634054679734713E+03	
  +6.7500000000000000E+01	  +4.1332682725169656E-01	  +4.1260557157673211E-01	  +3.2078950589187667E+02	  +2.4634318654181275E+03	
  +6.7625000000000000E+01	  +4.1332682725169656E-01	  +4.1274291132921415E-01	  +3.2070549353292887E+02	  +2.4632598624594534E+03	
  +6.7750000000000000E+01	  +4.1336378240766447E-01	  +4.1274291132921415E-01	  +3.2071395995405749E+02	  +2.4632589970424624E+03	
  +6.7875000000000000E+01	  +4.1319464604862094E-01	  +4.1274291132921415E-01	  +3.2067521083755844E+02	  +2.4632161490150415E+03	
  +6.8000000000000000E+01	  +4.1321241015133686E-01	  +4.1274291132921415E-01	  +3.2067928059103730E+02	  +2.4632057665019779E+03	
  +6.8125000000000000E+01	  +4.1247181430156593E-01	  +4.1342889096951640E-01	  +3.2065456865875143E+02	  +2.4632575628504610E+03	
  +6.8250000000000000E+01	  +4.1144681475799738E-01	  +4.1480373451803065E-01	  +3.2027478293025206E+02	  +2.4633287254485349E+03	
  +6.8375000000000000E+01	  +4.1034677608908443E-01	  +4.1618243036778313E-01	  +3.2022399379255836E+02	  +2.4628380041320979E+03	
  +6.8500000000000000E+01	  +4.0915475143404728E-01	  +4.1756498646018070E-01	  +3.1974967153926900E+02	  +2.4627900017239599E+03	
  +6.8625000000000000E+01	  +4.0876792268775503E-01	  +4.1825771458174177E-01	  +3.1974008615578475E+02	  +2.4622182647521636E+03	
  +6.8750000000000000E+01	  +4.0876792268775503E-01	  +4.1825771458174177E-01	  +3.1966104912691458E+02	  +2.4621208598899234E+03	
  +6.8875000000000000E+01	  +4.0869959379981929E-01	  +4.1825771458174177E-01	  +3.1964539498812462E+02	  +2.4620988984434466E+03	
  +6.9000000000000000E+01	  +4.0857685829860185E-01	  +4.1825771458174177E-01	  +3.1961727630174556E+02	  +2.4620036405793817E+03	
  +6.9125000000000000E+01	  +4.0708641441655635E-01	  +4.1975910417213397E-01	  +3.1927581581419918E+02	  +2.4619255241396590E+03	
  +6.9250000000000000E+01	  +4.0422895730901715E-01	  +4.2277550550966353E-01	  +3.1862117278547680E+02	  +2.4614450461506676E+03	
  +6.9375000000000000E+01	  +4.0152723806796969E-01	  +4.2581013702060488E-01	  +3.1800220928046031E+02	  +2.4607246377288534E+03	
  +6.9500000000000000E+01	  +3.9862101757063156E-01	  +4.2886307964983683E-01	  +3.1726137796363253E+02	  +2.4599978112217236E+03	
  +6.9625000000000000E+01	  +3.9725236821317444E-01	  +4.3039644298770408E-01	  +3.1687336610141091E+02	  +2.4590004904079287E+03	
  +6.9750000000000000E+01	  +3.9816814742478929E-01	  +4.3039644298770408E-01	  +3.1713298935359495E+02	  +2.4573855361670021E+03	
  +6.9875000000000000E+01	  +3.9806171165708831E-01	  +4.3039644298770408E-01	  +3.1710281483138613E+02	  +2.4573855361670021E+03	
  +7.0000000000000000E+01	  +3.9792898478939270E-01	  +4.3039644298770408E-01	  +3.1706518678675889E+02	  +2.4579820049118398E+03	
  +7.0125000000000000E+01	  +3.9910149681899415E-01	  +4.2789267705852108E-01	  +3.1739759374958265E+02	  +2.4580941735539436E+03	
  +7.0250000000000000E+01	  +4.0150467293225384E-01	  +4.2292189788882006E-01	  +3.1799703961098407E+02	  +2.4585580877784118E+03	
  +7.0375000000000000E+01	  +4.0381723487889082E-01	  +4.1799982767209742E-01	  +3.1852684723359380E+02	  +2.4596009886166430E+03	
  +7.0500000000000000E+01	  +4.0616354657807052E-01	  +4.1312611418859257E-01	  +3.1906438691985016E+02	  +2.4602026600055920E+03	
  +7.0625000000000000E+01	  +4.0771065218546920E-01	  +4.1070728157141068E-01	  +3.1934781958703013E+02	  +2.4606674391275442E+03	
  +7.0750000000000000E+01	  +4.0682336303273253E-01	  +4.1070728157141068E-01	  +3.1941882860084991E+02	  +2.4621064736834387E+03	
  +7.0875000000000000E+01	  +4.0682336303273253E-01	  +4.1070728157141068E-01	  +3.1921555077849257E+02	  +2.4621064736834387E+03	
  +7.1000000000000000E+01	  +4.0694090770812030E-01	  +4.1070728157141068E-01	  +3.1924248024739103E+02	  +2.4618504081645983E+03	
  +7.1125000000000000E+01	  +4.0710829676911403E-01	  +4.1058447325735642E-01	  +3.1928082905814813E+02	  +2.4616054078916800E+03	
  +7.1250000000000000E+01	  +4.0717809511828040E-01	  +4.1033894956229444E-01	  +3.1929681985030305E+02	  +2.4614496933610581E+03	
  +7.1375000000000000E+01	  +4.0694789084816241E-01	  +4.1009354973959200E-01	  +3.1932151444216203E+02	  +2.4616731125502179E+03	
  +7.1500000000000000E+01	  +4.0694789084816241E-01	  +4.0984827374321353E-01	  +3.1924408008381033E+02	  +2.4617296363137743E+03	
  +7.1625000000000000E+01	  +4.0736088281587757E-01	  +4.0972568216551242E-01	  +3.1926688723361991E+02	  +2.4612651316794131E+03	
  +7.1750000000000000E+01	  +4.0736088281587757E-01	  +4.0972568216551242E-01	  +3.1933869648657964E+02	  +2.4611879444469646E+03	
  +7.1875000000000000E+01	  +4.0730367472711693E-01	  +4.0972568216551242E-01	  +3.1932559012134499E+02	  +2.4614326887585253E+03	
  +7.2000000000000000E+01	  +4.0715743779433000E-01	  +4.0972568216551242E-01	  +3.1929208726023882E+02	  +2.4617114461305532E+03	
  +7.2125000000000000E+01	  +4.0696333156338516E-01	  +4.0974874519436610E-01	  +3.1924761754953533E+02	  +2.4616956506674733E+03	
  +7.2250000000000000E+01	  +4.0693171973073883E-01	  +4.0979487453796137E-01	  +3.1924037528304171E+02	  +2.4616879902827995E+03	
  +7.2375000000000000E+01	  +4.0667653716678931E-01	  +4.0984100826299541E-01	  +3.1918191299288156E+02	  +2.4615213648835338E+03	
  +7.2500000000000000E+01	  +4.0657917713480407E-01	  +4.0988714636977508E-01	  +3.1915960782299919E+02	  +2.4615213619109472E+03	
  +7.2625000000000000E+01	  +4.0600202630742305E-01	  +4.0991021706641517E-01	  +3.1910528304101359E+02	  +2.4617407160134621E+03	
  +7.2750000000000000E+01	  +4.0600202630742305E-01	  +4.0991021706641517E-01	  +3.1902738264815076E+02	  +2.4617126992203198E+03	
  +7.2875000000000000E+01	  +4.0600263317874669E-01	  +4.0991021706641517E-01	  +3.1902752168228722E+02	  +2.4614933793130467E+03	
  +7.3000000000000000E+01	  +4.0599488984612520E-01	  +4.0991021706641517E-01	  +3.1902574768585299E+02	  +2.4613721116107254E+03	
  +7.3125000000000000E+01	  +4.0596875609203276E-01	  +4.1009532206734944E-01	  +3.1901976044639946E+02	  +2.4612946080983365E+03	
  +7.3250000000000000E+01	  +4.0607354433554416E-01	  +4.1046574363492128E-01	  +3.1904376741851667E+02	  +2.4613296406243217E+03	
  +7.3375000000000000E+01	  +4.0608506637317782E-01	  +4.1083644742199810E-01	  +3.1904640711574740E+02	  +2.4613107829250057E+03	
  +7.3500000000000000E+01	  +4.0622802730745633E-01	  +4.1120743358690703E-01	  +3.1907915944604764E+02	  +2.4612960778092547E+03	
  +7.3625000000000000E+01	  +4.0631042941906109E-01	  +4.1139303261054028E-01	  +3.1909803775843665E+02	  +2.4611095826923970E+03	
  +7.3750000000000000E+01	  +4.0659334889686161E-01	  +4.1139303261054028E-01	  +3.1916285457172950E+02	  +2.4611595144191465E+03	
  +7.3875000000000000E+01	  +4.0655415447302490E-01	  +4.1139303261054028E-01	  +3.1915387513464128E+02	  +2.4613598678596068E+03	
  +7.4000000000000000E+01	  +4.0650113069230848E-01	  +4.1139303261054028E-01	  +3.1914172739380172E+02	  +2.4614225472296698E+03	
  +7.4125000000000000E+01	  +4.0553244967069663E-01	  +4.1264341005219329E-01	  +3.1914509809331912E+02	  +2.4614469175341628E+03	
  +7.4250000000000000E+01	  +4.0349994664603567E-01	  +4.1515378110832807E-01	  +3.1845415654326416E+02	  +2.4618078198668377E+03	
  +7.4375000000000000E+01	  +4.0170516850842614E-01	  +4.1767701402320545E-01	  +3.1804297311979667E+02	  +2.4610001435181653E+03	
  +7.4500000000000000E+01	  +3.9952958391548760E-01	  +4.2021315724628894E-01	  +3.1759461206892172E+02	  +2.4605121465403395E+03	
  +7.4625000000000000E+01	  +3.9884782628098092E-01	  +4.2148608539370919E-01	  +3.1751895636930584E+02	  +2.4599588942987539E+03	
  +7.4750000000000000E+01	  +3.9884782628098092E-01	  +4.2148608539370919E-01	  +3.1732567819479937E+02	  +2.4598896997977899E+03	
  +7.4875000000000000E+01	  +3.9870684055613259E-01	  +4.2148608539370919E-01	  +3.1728570876556091E+02	  +2.4597170928756732E+03	
  +7.5000000000000000E+01	  +3.9861451198645509E-01	  +4.2148608539370919E-01	  +3.1725953363161466E+02	  +2.4594637690566474E+03	
  +7.5125000000000000E+01	  +3.9937313367296451E-01	  +4.2022350752792909E-01	  +3.1727665876356468E+02	  +2.4593787798589219E+03	
  +7.5250000000000000E+01	  +4.0094762509801890E-01	  +4.1770790755118103E-01	  +3.1786942002908910E+02	  +2.4589830225663177E+03	
  +7.5375000000000000E+01	  +4.0241727287834433E-01	  +4.1520500910593217E-01	  +3.1820611613260331E+02	  +2.4598359465283856E+03	
  +7.5500000000000000E+01	  +4.0389620720308611E-01	  +4.1271476491471071E-01	  +3.1854493978216078E+02	  +2.4604017156853151E+03	
  +7.5625000000000000E+01	  +4.0457706454095183E-01	  +4.1147437341903392E-01	  +3.1854971689865090E+02	  +2.4608149043511939E+03	
  +7.5750000000000000E+01	  +4.0380192844645768E-01	  +4.1147437341903392E-01	  +3.1870092410423945E+02	  +2.4616747453017829E+03	
  +7.5875000000000000E+01	  +4.0380192844645768E-01	  +4.1147437341903392E-01	  +3.1852334053203714E+02	  +2.4616747453017829E+03	
  +7.6000000000000000E+01	  +4.0387872973533462E-01	  +4.1147437341903392E-01	  +3.1854093569671255E+02	  +2.4615956056525461E+03	
  +7.6125000000000000E+01	  +4.0406216010618423E-01	  +4.1181589390111561E-01	  +3.1858295956934251E+02	  +2.4613815968453719E+03	
  +7.6250000000000000E+01	  +4.0416080187305220E-01	  +4.1249965212579998E-01	  +3.1860555838450949E+02	  +2.4612541660805196E+03	
  +7.6375000000000000E+01	  +4.0416429172976770E-01	  +4.1318436751933485E-01	  +3.1860635791020110E+02	  +2.4612618711891419E+03	
  +7.6500000000000000E+01	  +4.0426831940163166E-01	  +4.1387004106804176E-01	  +3.1863019063545886E+02	  +2.4609983340952040E+03	
  +7.6625000000000000E+01	  +4.0344543015127848E-01	  +4.1421323745897687E-01	  +3.1844166682184397E+02	  +2.4622470512812297E+03	
  +7.6750000000000000E+01	  +4.0355780278909981E-01	  +4.1421323745897687E-01	  +3.1846741137765014E+02	  +2.4616489236072080E+03	
  +7.6875000000000000E+01	  +4.0377783053515465E-01	  +4.1421323745897687E-01	  +3.1851781970388549E+02	  +2.4616489236072080E+03	
  +7.7000000000000000E+01	  +4.0370717121601118E-01	  +4.1421323745897687E-01	  +3.1850163166362773E+02	  +2.4616712240662741E+03	
  +7.7125000000000000E+01	  +4.0082444341264900E-01	  +4.1772968572363978E-01	  +3.1784119912198219E+02	  +2.4616293703135466E+03	
  +7.7250000000000000E+01	  +3.9580621300752106E-01	  +4.2483807895264492E-01	  +3.1653952993008079E+02	  +2.4593328527158169E+03	
  +7.7375000000000000E+01	  +3.9198195935586766E-01	  +4.3204801554242256E-01	  +3.1546865065046234E+02	  +2.4560438035398156E+03	
  +7.7500000000000000E+01	  +3.8714772532701136E-01	  +4.3936055859107226E-01	  +3.1391512101826612E+02	  +2.4569708308369063E+03	
  +7.7625000000000000E+01	  +3.8494022940614886E-01	  +4.4305564156333654E-01	  +3.1350821531094266E+02	  +2.4550909891178826E+03	
  +7.7750000000000000E+01	  +3.8556460945556453E-01	  +4.4305564156333654E-01	  +3.1338287682421458E+02	  +2.4540876456326891E+03	
  +7.7875000000000000E+01	  +3.8556460945556453E-01	  +4.4305564156333654E-01	  +3.1355988846301585E+02	  +2.4540876456326891E+03	
  +7.8000000000000000E+01	  +3.8552770964006300E-01	  +4.4305564156333654E-01	  +3.1354942737153885E+02	  +2.4540808207630134E+03	
  +7.8125000000000000E+01	  +3.8441316591866220E-01	  +4.4505297870864713E-01	  +3.1323345441432224E+02	  +2.4543062766277585E+03	
  +7.8250000000000000E+01	  +3.8307733018165080E-01	  +4.4907032825574078E-01	  +3.1285474520796794E+02	  +2.4539058257172810E+03	
  +7.8375000000000000E+01	  +3.8153778580763875E-01	  +4.5311805137702588E-01	  +3.1241828463734862E+02	  +2.4537739308420532E+03	
  +7.8500000000000000E+01	  +3.7983544403451269E-01	  +4.5719631643445791E-01	  +3.1193567103151202E+02	  +2.4531733320442245E+03	
  +7.8625000000000000E+01	  +3.7914583078249631E-01	  +4.5924695495336704E-01	  +3.1192728731004752E+02	  +2.4525621859550506E+03	
  +7.8750000000000000E+01	  +3.7914583078249631E-01	  +4.5924695495336704E-01	  +3.1174016579076516E+02	  +2.4524136809878373E+03	
  +7.8875000000000000E+01	  +3.7913736934075015E-01	  +4.5924695495336704E-01	  +3.1173776697345590E+02	  +2.4523007742219061E+03	
  +7.9000000000000000E+01	  +3.7918489153806517E-01	  +4.5924695495336704E-01	  +3.1175123950838724E+02	  +2.4520638848433427E+03	
  +7.9125000000000000E+01	  +3.7686405089588076E-01	  +4.6325071612854263E-01	  +3.1109328157738969E+02	  +2.4520499376827743E+03	
  +7.9250000000000000E+01	  +3.7218259361286465E-01	  +4.7134594045743550E-01	  +3.0976608922648012E+02	  +2.4512365559466843E+03	
  +7.9375000000000000E+01	  +3.6886815251760613E-01	  +4.7955914197154659E-01	  +3.0891973740896907E+02	  +2.4467820730775879E+03	
  +7.9500000000000000E+01	  +3.6403472243251328E-01	  +4.8789157699726760E-01	  +3.0745616911976680E+02	  +2.4480392254813073E+03	
  +7.9625000000000000E+01	  +3.6262864460167493E-01	  +4.9210290182579197E-01	  +3.0690830778237932E+02	  +2.4440605521559260E+03	
  +7.9750000000000000E+01	  +3.6262864460167493E-01	  +4.9210290182579197E-01	  +3.0705754629164818E+02	  +2.4440605521559260E+03	
  +7.9875000000000000E+01	  +3.6262864460167493E-01	  +4.9210290182579197E-01	  +3.0705754629164818E+02	  +2.4446776198067782E+03	
  +8.0000000000000000E+01	  +3.6243607915487291E-01	  +4.9210290182579197E-01	  +3.0700295401992713E+02	  +2.4445857542253361E+03	
  +8.0125000000000000E+01	  +3.6162184705995665E-01	  +4.9278555256364098E-01	  +3.0702392539502154E+02	  +2.4452924128073851E+03	
  +8.0250000000000000E+01	  +3.6056560940027449E-01	  +4.9415322408404794E-01	  +3.0647267615967263E+02	  +2.4451065546252398E+03	
  +8.0375000000000000E+01	  +3.5981638103497132E-01	  +4.9552406012802708E-01	  +3.0647492263879042E+02	  +2.4440416046595592E+03	
  +8.0500000000000000E+01	  +3.5852863372388366E-01	  +4.9689806605699627E-01	  +3.0589519389864626E+02	  +2.4439430710508018E+03	
  +8.0625000000000000E+01	  +3.5990297270993826E-01	  +4.9758625940525270E-01	  +3.0589917295080244E+02	  +2.4415952995292600E+03	
  +8.0750000000000000E+01	  +3.5990297270993826E-01	  +4.9758625940525270E-01	  +3.0628481876961655E+02	  +2.4415952995292600E+03	
  +8.0875000000000000E+01	  +3.5951168671312062E-01	  +4.9758625940525270E-01	  +3.0626340826137687E+02	  +2.4428750351888757E+03	
  +8.1000000000000000E+01	  +3.5951168671312062E-01	  +4.9758625940525270E-01	  +3.0617388925545049E+02	  +2.4430703140829728E+03	
  +8.1125000000000000E+01	  +3.5954353444407133E-01	  +4.9523744060146002E-01	  +3.0620943163998521E+02	  +2.4436932886138597E+03	
  +8.1250000000000000E+01	  +3.6223931401653231E-01	  +4.9056753762872440E-01	  +3.0694717113636250E+02	  +2.4420888258167970E+03	
  +8.1375000000000000E+01	  +3.6288076951265641E-01	  +4.8593443612184362E-01	  +3.0689183527123714E+02	  +2.4432886303342411E+03	
  +8.1500000000000000E+01	  +3.6408860709942797E-01	  +4.8133792306060674E-01	  +3.0747144541375758E+02	  +2.4432886303342411E+03	
  +8.1625000000000000E+01	  +3.6431398127917414E-01	  +4.7905332082720242E-01	  +3.0746329323467245E+02	  +2.4446953384732901E+03	
  +8.1750000000000000E+01	  +3.6463071600509461E-01	  +4.7905332082720242E-01	  +3.0753533895574003E+02	  +2.4446473322980532E+03	
  +8.1875000000000000E+01	  +3.6463071600509461E-01	  +4.7905332082720242E-01	  +3.0762513319716868E+02	  +2.4446191918725849E+03	
  +8.2000000000000000E+01	  +3.6586878983585930E-01	  +4.7905332082720242E-01	  +3.0797612691957511E+02	  +2.4439848133191308E+03	
  +8.2125000000000000E+01	  +3.6218396898391747E-01	  +4.7686404781025316E-01	  +3.0693148082894186E+02	  +2.4448665023771005E+03	
  +8.2250000000000000E+01	  +3.5681507776654864E-01	  +4.7251058325999173E-01	  +3.0555944352175959E+02	  +2.4392886221565568E+03	
  +8.2375000000000000E+01	  +3.5276703805910570E-01	  +4.6819040430293668E-01	  +3.0409636195471563E+02	  +2.4392378189072551E+03	
  +8.2500000000000000E+01	  +3.4859678067286637E-01	  +4.6390332382230881E-01	  +3.0298658092782819E+02	  +2.4353768314811196E+03	
  +8.2625000000000000E+01	  +3.4844323402771504E-01	  +4.6177213720703336E-01	  +3.0292221270159348E+02	  +2.4341862093823534E+03	
  +8.2750000000000000E+01	  +3.5025433087575325E-01	  +4.6177213720703336E-01	  +3.0361983050459435E+02	  +2.4331116165993017E+03	
