 TIME                    	Wgross_MW                	Wnet_MW                  	Qboiler_MW               	Q_LHV_MW                 	eta_gross                	eta_net                  	eta_CHP                  	
  +4.9625000000000000E+01	  +1.6769058061351998E+01	  +1.4988104916340331E+01	  +4.8580692776308148E+01	  +5.8530955152178485E+01	  +2.8649896482558707E-01	  +2.5607142199152177E-01	  +7.9360692416053491E-01	
  +4.9750000000000000E+01	  +1.6769700436667037E+01	  +1.4988712205164756E+01	  +4.8569520403819418E+01	  +5.8517494462433028E+01	  +2.8657584523604002E-01	  +2.5614070361107455E-01	  +7.9379985424946142E-01	
  +4.9875000000000000E+01	  +1.6771848696899596E+01	  +1.4990677032976389E+01	  +4.8568439356368607E+01	  +5.8516191995624823E+01	  +2.8661893614255701E-01	  +2.5617998235594724E-01	  +7.9393268937223049E-01	
  +5.0000000000000000E+01	  +1.6767958152223798E+01	  +1.4987195630037682E+01	  +4.8565879511192243E+01	  +5.8513107844809923E+01	  +2.8656755331978329E-01	  +2.5613398744409777E-01	  +7.9389581189596592E-01	
  +5.0125000000000000E+01	  +1.6765353404223063E+01	  +1.4984872184922859E+01	  +4.8558626874660398E+01	  +5.8504369728506497E+01	  +2.8656583229635368E-01	  +2.5613252915057760E-01	  +7.9375543844382468E-01	
  +5.0250000000000000E+01	  +1.6766442710167453E+01	  +1.4985834711238633E+01	  +4.8555908752512245E+01	  +5.8501094882544869E+01	  +2.8660049429553675E-01	  +2.5616332038445311E-01	  +7.9397695586078276E-01	
  +5.0375000000000000E+01	  +1.6771537259837121E+01	  +1.4990399052861108E+01	  +4.8575451123233258E+01	  +5.8524639907509943E+01	  +2.8657224181715946E-01	  +2.5613825350401725E-01	  +7.9384680734484647E-01	
  +5.0500000000000000E+01	  +1.6775467043043012E+01	  +1.4993862263197416E+01	  +4.8590699690071212E+01	  +5.8543011674784587E+01	  +2.8654943712553266E-01	  +2.5611702975737943E-01	  +7.9378030952356660E-01	
  +5.0625000000000000E+01	  +1.6774976393162614E+01	  +1.4993348884606085E+01	  +4.8608526593473471E+01	  +5.8564489871654779E+01	  +2.8643596879141786E-01	  +2.5601433424015646E-01	  +7.9350199749737860E-01	
  +5.0750000000000000E+01	  +1.6781261958219048E+01	  +1.4998934870481628E+01	  +4.8628028665718013E+01	  +5.8587986344238566E+01	  +2.8642837901305146E-01	  +2.5600700427480377E-01	  +7.9302554330041231E-01	
  +5.0875000000000000E+01	  +1.6790976505106730E+01	  +1.5007601930523705E+01	  +4.8642108009481753E+01	  +5.8604949409014154E+01	  +2.8651123624251562E-01	  +2.5608079320712379E-01	  +7.9294389347960581E-01	
  +5.1000000000000000E+01	  +1.6798929196729656E+01	  +1.5014710234119747E+01	  +4.8658583000511229E+01	  +5.8624798795796657E+01	  +2.8654988233297141E-01	  +2.5611533928533137E-01	  +7.9275679248836195E-01	
  +5.1125000000000000E+01	  +1.6803396954766601E+01	  +1.5018671093938393E+01	  +4.8664502791331699E+01	  +5.8631931073893611E+01	  +2.8659122507135815E-01	  +2.5615173880270831E-01	  +7.9292494495365340E-01	
  +5.1250000000000000E+01	  +1.6808449566235513E+01	  +1.5023202471311265E+01	  +4.8672100068634890E+01	  +5.8641084420042034E+01	  +2.8663265238817465E-01	  +2.5618902890166739E-01	  +7.9320203089307084E-01	
  +5.1375000000000000E+01	  +1.6807582363500838E+01	  +1.5022419202251434E+01	  +4.8668291797441064E+01	  +5.8636496141495250E+01	  +2.8664029178930811E-01	  +2.5619571752720283E-01	  +7.9336133286052735E-01	
  +5.1500000000000000E+01	  +1.6805941774239184E+01	  +1.5020952458470431E+01	  +4.8655977230337172E+01	  +5.8621659313659237E+01	  +2.8668485285136391E-01	  +2.5623553878097832E-01	  +7.9354371920596267E-01	
  +5.1625000000000000E+01	  +1.6806258912833286E+01	  +1.5021259715092809E+01	  +4.8652558729504896E+01	  +5.8617540637957703E+01	  +2.8671040664490821E-01	  +2.5625878451416662E-01	  +7.9377610014135591E-01	
  +5.1750000000000000E+01	  +1.6806946833392043E+01	  +1.5021899555471473E+01	  +4.8653626525139572E+01	  +5.8618827138722374E+01	  +2.8671584973234182E-01	  +2.5626407570253684E-01	  +7.9374419867726576E-01	
  +5.1875000000000000E+01	  +1.6805877252160482E+01	  +1.5020929991896841E+01	  +4.8647028825177877E+01	  +5.8610878102623943E+01	  +2.8673648640333377E-01	  +2.5628228885423182E-01	  +7.9399240471776988E-01	
  +5.2000000000000000E+01	  +1.6805872559867925E+01	  +1.5020949732301691E+01	  +4.8650081861778723E+01	  +5.8614556459974359E+01	  +2.8671841219755734E-01	  +2.5626654263875431E-01	  +7.9395743384631834E-01	
  +5.2125000000000000E+01	  +1.6802053745438421E+01	  +1.5017502661607759E+01	  +4.8645086426341059E+01	  +5.8608537863061514E+01	  +2.8668269774441935E-01	  +2.5623404386398552E-01	  +7.9397397300171046E-01	
  +5.2250000000000000E+01	  +1.6797532069383621E+01	  +1.5013439872205140E+01	  +4.8645360483858624E+01	  +5.8608868052841714E+01	  +2.8660393260349232E-01	  +2.5616327990960402E-01	  +7.9387387430685019E-01	
  +5.2375000000000000E+01	  +1.6799000787841841E+01	  +1.5014738508077460E+01	  +4.8651696176260359E+01	  +5.8616501417181148E+01	  +2.8659166585670476E-01	  +2.5615207569649445E-01	  +7.9392401687205738E-01	
  +5.2500000000000000E+01	  +1.6802311034687126E+01	  +1.5017694697141302E+01	  +4.8663473223602033E+01	  +5.8630690630845820E+01	  +2.8657876709109359E-01	  +2.5614050483724710E-01	  +7.9396608102376953E-01	
  +5.2625000000000000E+01	  +1.6805429068464591E+01	  +1.5020468543022641E+01	  +4.8668208896342215E+01	  +5.8636396260653264E+01	  +2.8660405720979693E-01	  +2.5616288689115457E-01	  +7.9390704987528760E-01	
  +5.2750000000000000E+01	  +1.6810840150134890E+01	  +1.5025313817552499E+01	  +4.8670173890704810E+01	  +5.8638763723740730E+01	  +2.8668476418319822E-01	  +2.5623517385768640E-01	  +7.9395762612734444E-01	
  +5.2875000000000000E+01	  +1.6815063789415934E+01	  +1.5029101648189167E+01	  +4.8678535965411641E+01	  +5.8648838512544138E+01	  +2.8670753276417288E-01	  +2.5625574230212012E-01	  +7.9374344303059119E-01	
  +5.3000000000000000E+01	  +1.6817280679277552E+01	  +1.5031057172647547E+01	  +4.8682049374789131E+01	  +5.8653071535890511E+01	  +2.8672463758333366E-01	  +2.5627058871844188E-01	  +7.9373347086561097E-01	
  +5.3125000000000000E+01	  +1.6821492373074300E+01	  +1.5034833473854174E+01	  +4.8691876341162583E+01	  +5.8664911254412743E+01	  +2.8673856336583131E-01	  +2.5628323903282579E-01	  +7.9364147990039124E-01	
  +5.3250000000000000E+01	  +1.6826552284759501E+01	  +1.5039365894258854E+01	  +4.8695335885939457E+01	  +5.8669079380649940E+01	  +2.8680443706279091E-01	  +2.5634228545981058E-01	  +7.9363924242512718E-01	
  +5.3375000000000000E+01	  +1.6826218087793606E+01	  +1.5039080110166534E+01	  +4.8690607976576530E+01	  +5.8663383104309069E+01	  +2.8682658921792820E-01	  +2.5636230497354068E-01	  +7.9360906123684749E-01	
  +5.3500000000000000E+01	  +1.6823715848915732E+01	  +1.5036859067528471E+01	  +4.8677717828640482E+01	  +5.8647852805590936E+01	  +2.8685987711577254E-01	  +2.5639232040384263E-01	  +7.9360147162067685E-01	
  +5.3625000000000000E+01	  +1.6819657335344115E+01	  +1.5033255816341816E+01	  +4.8666071814531982E+01	  +5.8633821463291540E+01	  +2.8685930603848292E-01	  +2.5639222280187862E-01	  +7.9379252737634631E-01	
  +5.3750000000000000E+01	  +1.6812505628605489E+01	  +1.5026868945571685E+01	  +4.8655947655935599E+01	  +5.8621623681850110E+01	  +2.8679699695542249E-01	  +2.5633662122914153E-01	  +7.9384874617039625E-01	
  +5.3875000000000000E+01	  +1.6806632215022937E+01	  +1.5021610446997347E+01	  +4.8642240270382047E+01	  +5.8605108759496439E+01	  +2.8677759619889059E-01	  +2.5631912925275868E-01	  +7.9414295395895285E-01	
  +5.4000000000000000E+01	  +1.6803759764279672E+01	  +1.5019076444986515E+01	  +4.8640424377121505E+01	  +5.8602920936290964E+01	  +2.8673928698106288E-01	  +2.5628545821656595E-01	  +7.9411410854303299E-01	
  +5.4125000000000000E+01	  +1.6800619967240063E+01	  +1.5016263658018225E+01	  +4.8631275724295840E+01	  +5.8591898463007034E+01	  +2.8673964162208215E-01	  +2.5628566494562371E-01	  +7.9430622307723875E-01	
  +5.4250000000000000E+01	  +1.6797795160604863E+01	  +1.5013762685210114E+01	  +4.8628771989448445E+01	  +5.8588881914998119E+01	  +2.8670619086016064E-01	  +2.5625617343222851E-01	  +7.9432062486784094E-01	
  +5.4375000000000000E+01	  +1.6795274729826907E+01	  +1.5011515657050289E+01	  +4.8620782317325038E+01	  +5.8579255804006067E+01	  +2.8671027822580031E-01	  +2.5625992428575195E-01	  +7.9436119028476615E-01	
  +5.4500000000000000E+01	  +1.6791596231161662E+01	  +1.5008234970767210E+01	  +4.8614112720875283E+01	  +5.8571220145632864E+01	  +2.8668680948443009E-01	  +2.5623906986145040E-01	  +7.9430382126192167E-01	
  +5.4625000000000000E+01	  +1.6790854599390737E+01	  +1.5007586454832548E+01	  +4.8610856357322213E+01	  +5.8567296816050856E+01	  +2.8669335127635709E-01	  +2.5624516190270191E-01	  +7.9427408132343202E-01	
  +5.4750000000000000E+01	  +1.6788638852309273E+01	  +1.5005606907354560E+01	  +4.8610276139131820E+01	  +5.8566597757990138E+01	  +2.8665894033461808E-01	  +2.5621442053644600E-01	  +7.9408371878376749E-01	
  +5.4875000000000000E+01	  +1.6788593115772269E+01	  +1.5005562054093286E+01	  +4.8609094933293072E+01	  +5.8565174618425381E+01	  +2.8666512522427201E-01	  +2.5621988070317026E-01	  +7.9411077703683652E-01	
  +5.5000000000000000E+01	  +1.6788305686410105E+01	  +1.5005314219781914E+01	  +4.8613554103594474E+01	  +5.8570547112764423E+01	  +2.8663392291842515E-01	  +2.5619214706826204E-01	  +7.9392488298305652E-01	
  +5.5125000000000000E+01	  +1.6787650111372251E+01	  +1.5004713122048560E+01	  +4.8610561906882118E+01	  +5.8566942056484478E+01	  +2.8664037291176170E-01	  +2.5619765340620598E-01	  +7.9383667608323649E-01	
  +5.5250000000000000E+01	  +1.6788169333736295E+01	  +1.5005174365828156E+01	  +4.8612686428769742E+01	  +5.8569501721409324E+01	  +2.8663671092150672E-01	  +2.5619433194431990E-01	  +7.9362791252984910E-01	
  +5.5375000000000000E+01	  +1.6790830084711526E+01	  +1.5007535510399723E+01	  +4.8620503545062746E+01	  +5.8578919933810532E+01	  +2.8663604763767947E-01	  +2.5619344855379772E-01	  +7.9347284349428904E-01	
  +5.5500000000000000E+01	  +1.6793718060001620E+01	  +1.5010098376196300E+01	  +4.8635117266062238E+01	  +5.8596526826581005E+01	  +2.8659920595129068E-01	  +2.5616020588761762E-01	  +7.9324209712042304E-01	
  +5.5625000000000000E+01	  +1.6797429004408631E+01	  +1.5013385739917970E+01	  +4.8645378812158143E+01	  +5.8608890135130288E+01	  +2.8660206609748129E-01	  +2.5616225977497081E-01	  +7.9321442783294283E-01	
  +5.5750000000000000E+01	  +1.6800265267660912E+01	  +1.5015909970283330E+01	  +4.8654490543494617E+01	  +5.8619868124692303E+01	  +2.8659677691400637E-01	  +2.5615734819366159E-01	  +7.9315858251874438E-01	
  +5.5875000000000000E+01	  +1.6802415895615610E+01	  +1.5017821976384932E+01	  +4.8655640528555715E+01	  +5.8621253648862300E+01	  +2.8662668997597779E-01	  +2.5618391012824054E-01	  +7.9323007216407826E-01	
  +5.6000000000000000E+01	  +1.6803288404322071E+01	  +1.5018601723683572E+01	  +4.8655024662688000E+01	  +5.8620511641792767E+01	  +2.8664520205829069E-01	  +2.5620045446645756E-01	  +7.9323004165254518E-01	
  +5.6125000000000000E+01	  +1.6804934565067402E+01	  +1.5020069137081638E+01	  +4.8654418458324756E+01	  +5.8619781275090062E+01	  +2.8667685548339816E-01	  +2.5622867930188403E-01	  +7.9335799291609810E-01	
  +5.6250000000000000E+01	  +1.6804005767497959E+01	  +1.5019234715895402E+01	  +4.8657518929970522E+01	  +5.8623516783097010E+01	  +2.8664274491876063E-01	  +2.5619811877655757E-01	  +7.9328182645883816E-01	
  +5.6375000000000000E+01	  +1.6802502956721003E+01	  +1.5017873206785213E+01	  +4.8654298910116232E+01	  +5.8619637241103888E+01	  +2.8663607875313063E-01	  +2.5619184822001478E-01	  +7.9315763127930128E-01	
  +5.6500000000000000E+01	  +1.6802242445189620E+01	  +1.5017629378549975E+01	  +4.8654381161499288E+01	  +5.8619736339155764E+01	  +2.8663115009554141E-01	  +2.5618725563115108E-01	  +7.9301844638767294E-01	
  +5.6625000000000000E+01	  +1.6808057500634494E+01	  +1.5022849830129427E+01	  +4.8661507295725080E+01	  +5.8628322043042260E+01	  +2.8668836007782689E-01	  +2.5623878198493094E-01	  +7.9290450239549815E-01	
  +5.6750000000000000E+01	  +1.6809084931355017E+01	  +1.5023748083903225E+01	  +4.8667956952169291E+01	  +5.8636092713456975E+01	  +2.8666788923842013E-01	  +2.5622014340759913E-01	  +7.9281474290537701E-01	
  +5.6875000000000000E+01	  +1.6807298651717613E+01	  +1.5022120005930622E+01	  +4.8673069946614127E+01	  +5.8642252947727862E+01	  +2.8660731480932683E-01	  +2.5616546518635530E-01	  +7.9282875265764285E-01	
  +5.7000000000000000E+01	  +1.6808439135611589E+01	  +1.5023139171024781E+01	  +4.8675450217866924E+01	  +5.8645120744417973E+01	  +2.8661274667443615E-01	  +2.5617031699017739E-01	  +7.9286357654259954E-01	
  +5.7125000000000000E+01	  +1.6808692296984635E+01	  +1.5023358285464669E+01	  +4.8671829914066883E+01	  +5.8640758932610694E+01	  +2.8663838263588975E-01	  +2.5619310798363548E-01	  +7.9284803426956640E-01	
  +5.7250000000000000E+01	  +1.6806979545262454E+01	  +1.5021840643418788E+01	  +4.8671119346690972E+01	  +5.8639902827338517E+01	  +2.8661335941755467E-01	  +2.5617096753467766E-01	  +7.9278806171561167E-01	
  +5.7375000000000000E+01	  +1.6803894624786789E+01	  +1.5019129294391997E+01	  +4.8659389047841891E+01	  +5.8625769937158900E+01	  +2.8662983262819275E-01	  +2.5618647414764933E-01	  +7.9262380308948444E-01	
  +5.7500000000000000E+01	  +1.6796526262533053E+01	  +1.5012566155136145E+01	  +4.8626641132388372E+01	  +5.8586314617335383E+01	  +2.8669709593856324E-01	  +2.5624697940453839E-01	  +7.9297026430419792E-01	
  +5.7625000000000000E+01	  +1.6790893291545885E+01	  +1.5007638819666914E+01	  +4.8603708347121497E+01	  +5.8558684755568066E+01	  +2.8673617519985911E-01	  +2.5628374138372206E-01	  +7.9320042400931678E-01	
  +5.7750000000000000E+01	  +1.6760712492083112E+01	  +1.4980729579864594E+01	  +4.8545082096750164E+01	  +5.8488050718976098E+01	  +2.8656644025657707E-01	  +2.5613316559042354E-01	  +7.9289647488918857E-01	
  +5.7875000000000000E+01	  +1.6762457686283078E+01	  +1.4982245571555524E+01	  +4.8551448888115665E+01	  +5.8495721551946581E+01	  +2.8655869594492195E-01	  +2.5612549386625960E-01	  +7.9293342042857118E-01	
  +5.8000000000000000E+01	  +1.6769099334400966E+01	  +1.4988248089568836E+01	  +4.8579719894728456E+01	  +5.8529783005696927E+01	  +2.8650540755923809E-01	  +2.5607899636514925E-01	  +7.9272719442674988E-01	
  +5.8125000000000000E+01	  +1.6768335458110055E+01	  +1.4987531494531771E+01	  +4.8565929809225658E+01	  +5.8513168444850187E+01	  +2.8657370475356397E-01	  +2.5613946215641720E-01	  +7.9284036374029099E-01	
  +5.8250000000000000E+01	  +1.6764411575636181E+01	  +1.4984024463257658E+01	  +4.8551506898970437E+01	  +5.8495791444542689E+01	  +2.8659175577664914E-01	  +2.5615559843246771E-01	  +7.9279702012140363E-01	
  +5.8375000000000000E+01	  +1.6765377996933122E+01	  +1.4984915004131675E+01	  +4.8550047563530910E+01	  +5.8494033209073379E+01	  +2.8661689196587214E-01	  +2.5617852252676038E-01	  +7.9293842784764090E-01	
  +5.8500000000000000E+01	  +1.6763071212215795E+01	  +1.4982864978117208E+01	  +4.8554583552658812E+01	  +5.8499498256215432E+01	  +2.8655068354256796E-01	  +2.5611954674372467E-01	  +7.9260358825225707E-01	
  +5.8625000000000000E+01	  +1.6762161189203358E+01	  +1.4982039963078247E+01	  +4.8542403901944752E+01	  +5.8484823978246688E+01	  +2.8660702125799353E-01	  +2.5616970256507543E-01	  +7.9274164395658286E-01	
  +5.8750000000000000E+01	  +1.6762347520788605E+01	  +1.4982245798261580E+01	  +4.8543379559679828E+01	  +5.8485999469493763E+01	  +2.8660444675365132E-01	  +2.5616807328523650E-01	  +7.9272923029028819E-01	
  +5.8875000000000000E+01	  +1.6758243939984379E+01	  +1.4978560786059303E+01	  +4.8538777448922673E+01	  +5.8480454757738158E+01	  +2.8656145047789527E-01	  +2.5612934865348896E-01	  +7.9275378829081244E-01	
  +5.9000000000000000E+01	  +1.6755063287985809E+01	  +1.4975724299233429E+01	  +4.8532875857866287E+01	  +5.8473344407067813E+01	  +2.8654190140628566E-01	  +2.5611198488970432E-01	  +7.9266207834831570E-01	
  +5.9125000000000000E+01	  +1.6756794798426348E+01	  +1.4977297234526432E+01	  +4.8526910251970840E+01	  +5.8466156930085347E+01	  +2.8660674274288900E-01	  +2.5617037310039881E-01	  +7.9280449525546359E-01	
  +5.9250000000000000E+01	  +1.6759941490466968E+01	  +1.4980140878188786E+01	  +4.8528200881367098E+01	  +5.8467711905261559E+01	  +2.8665293961946076E-01	  +2.5621219627102787E-01	  +7.9285188163441300E-01	
  +5.9375000000000000E+01	  +1.6760153534870515E+01	  +1.4980322741462370E+01	  +4.8527928153488496E+01	  +5.8467383317456012E+01	  +2.8665817732716298E-01	  +2.5621674669661243E-01	  +7.9268172978214191E-01	
  +5.9500000000000000E+01	  +1.6760314118328857E+01	  +1.4980443310740265E+01	  +4.8531745758252917E+01	  +5.8471982841268570E+01	  +2.8663837454986563E-01	  +2.5619865417266663E-01	  +7.9253776087808947E-01	
  +5.9625000000000000E+01	  +1.6762235104523768E+01	  +1.4982150133809434E+01	  +4.8544984975022437E+01	  +5.8487933704846306E+01	  +2.8659304650960599E-01	  +2.5615796600740598E-01	  +7.9230058298157791E-01	
  +5.9750000000000000E+01	  +1.6761058400476841E+01	  +1.4981050880759284E+01	  +4.8553868216584029E+01	  +5.8498636405522923E+01	  +2.8652049740589186E-01	  +2.5609230917637094E-01	  +7.9213683542053537E-01	
  +5.9875000000000000E+01	  +1.6761868434955726E+01	  +1.4981760590701056E+01	  +4.8557639382477639E+01	  +5.8503179978888717E+01	  +2.8651209115477766E-01	  +2.5608455123477614E-01	  +7.9204613928731527E-01	
  +6.0000000000000000E+01	  +1.6762929208974242E+01	  +1.4982701674597649E+01	  +4.8556934743915605E+01	  +5.8502331016765787E+01	  +2.8653438106885465E-01	  +2.5610435369325468E-01	  +7.9205007282753770E-01	
  +6.0125000000000000E+01	  +1.6767519634959907E+01	  +1.4986827692990245E+01	  +4.8558554352741098E+01	  +5.8504282352700116E+01	  +2.8660328715554351E-01	  +2.5616633672455547E-01	  +7.9209632845876965E-01	
  +6.0250000000000000E+01	  +1.6764044592530656E+01	  +1.4983743352148922E+01	  +4.8559854385479255E+01	  +5.8505848657203920E+01	  +2.8653621778489441E-01	  +2.5610676019659701E-01	  +7.9203290267082660E-01	
  +6.0375000000000000E+01	  +1.6729838586117992E+01	  +1.4953257412047060E+01	  +4.8475499336731367E+01	  +5.8404216068351040E+01	  +2.8644915919321468E-01	  +2.5603044469507324E-01	  +7.9226084880816838E-01	
  +6.0500000000000000E+01	  +1.6733696575634411E+01	  +1.4956801957011935E+01	  +4.8481781421479219E+01	  +5.8411784845155680E+01	  +2.8647809033731664E-01	  +2.5605795126207931E-01	  +7.9232923467533778E-01	
  +6.0625000000000000E+01	  +1.6691989491272928E+01	  +1.4919645980581389E+01	  +4.8376243160445455E+01	  +5.8284630313789698E+01	  +2.8638749875237229E-01	  +2.5597907887993443E-01	  +7.9238066523672335E-01	
  +6.0750000000000000E+01	  +1.6695886342958428E+01	  +1.4923158050359277E+01	  +4.8384925636209275E+01	  +5.8295091127962976E+01	  +2.8640295468977744E-01	  +2.5599339089463985E-01	  +7.9238630439570046E-01	
  +6.0875000000000000E+01	  +1.6694995221271135E+01	  +1.4922395171151308E+01	  +4.8388872623476644E+01	  +5.8299846534309204E+01	  +2.8636430820527470E-01	  +2.5595942456502940E-01	  +7.9235323673399216E-01	
  +6.1000000000000000E+01	  +1.6691742858640989E+01	  +1.4919493449699090E+01	  +4.8369356426802739E+01	  +5.8276333044340646E+01	  +2.8642404191665188E-01	  +2.5601290730402188E-01	  +7.9275619967151922E-01	
  +6.1125000000000000E+01	  +1.6688103273226830E+01	  +1.4916299977910064E+01	  +4.8350882448742368E+01	  +5.8254075239448632E+01	  +2.8647100146439097E-01	  +2.5605590538683909E-01	  +7.9311038641296194E-01	
